results_url,competition_date,competition_type,competition_name,location,ligue,department,type,level
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=283836,06/01,Cross,Cross banana fit,Wittenheim,G-E,68.0,Meet,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=287815,06/01,Cross,Championnat départemental  de cross fsgt,Bolbec,NOR,76.0,Meet,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=288234,06/01,Cross,Championnat departemental de cross country,Saint germain du bel air,OCC,46.0,Meet,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=288241,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4.0,,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=288664,06/01,Cross,Cd60 - kid's cross compiègne,Compiegne,H-F,60.0,Anim,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=284011,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63.0,,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=284524,07/01,Cross,Championnats 54 55 de cross,Dombasle sur meurthe,G-E,54.0,,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=283162,07/01,Cross,Cross de bayel,Bayel,G-E,10.0,Cham,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=285423,07/01,Cross,Championnats départementaux de cross country,Issoudun,CEN,36.0,Meet,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=286229,07/01,Cross,Championnats départementaux de cross,Saint laurent sur sevre,P-L,85.0,,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=287016,07/01,Cross,Championnat des ardennes de cross,Vrigne aux bois,G-E,8.0,,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=287470,07/01,Cross,Championnat de la vienne de cross country,Poitiers,N-A,86.0,Cham,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=288023,07/01,Cross,Championnat departemental de cross,Grand champ,BRE,56.0,,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=286467,07/01,Cross,Championnats du bas-rhin de cross,Selestat,G-E,67.0,,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=286627,07/01,Cross,Championnats départementaux de cross-country,Saint vulbas,ARA,1.0,,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=286870,07/01,Cross,Championnats drôme ardèche de relais cross,Bourg saint andeol,ARA,7.0,Cham,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=287045,07/01,Cross,Championnats des vosges de cross,Mattaincourt,G-E,88.0,,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=287367,07/01,Cross,Championnats départementaux cross,Langres,G-E,52.0,Meet,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=287639,07/01,Cross,Championnat départemental de cross,Saint pardoux,N-A,87.0,Cham,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=288030,07/01,Cross,Championnat de moselle,Yutz,G-E,57.0,,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=288448,07/01,Cross,Championnats de l'ain de cross jeunes,Saint vulbas,ARA,1.0,,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=288221,07/01,Cross,Cross de la loire sauvage,Brives charensac,ARA,43.0,Meet,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=288815,07/01,Cross,Le retour des loups,Bruyeres et montberault,H-F,2.0,Meet,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=289227,12/01,Cross,Cross des uniformes de normandie,Le havre,NOR,76.0,Meet,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=285034,13/01,Cross,Departementaux de cross,Alencon,NOR,61.0,Cham,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=285932,13/01,Cross,Kids cross eveils,Eu,NOR,76.0,Anim,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=284479,13/01,Cross,Départementaux cross long,Soues,OCC,65.0,,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=285934,13/01,Cross,Kid cross eveils,Barentin,NOR,76.0,Anim,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=286016,13/01,Cross,Cd60 - kid's cross - cauffry,Cauffry,H-F,60.0,Anim,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=282032,13-14/01,Cross,Départementaux de cross 58,Nevers,BFC,58.0,,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=284963,13-14/01,Cross,Championnats départementaux de cross-country 2023-2024,Opio,PCA,6.0,,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=287909,13-14/01,Cross,Championnats de l'essonne de cross,Les ulis,I-F,91.0,,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=281169,14/01,Cross,Départementaux de cross-country cd14,Caen,NOR,14.0,,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=282580,14/01,Cross,Championnat départemental de cross country cda76,Forges les eaux,NOR,76.0,,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=285060,14/01,Cross,Départementaux de cross 22,Langueux,BRE,22.0,,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=285494,14/01,Cross,Déptx de cross long et jeunes,Pre en pail,P-L,53.0,Cham,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=282941,14/01,Cross,Championnats departementaux de cross cd 47,Villeneuve sur lot,N-A,47.0,,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=284035,14/01,Cross,Championnats du tarn de cross 2024,Albi,OCC,81.0,Meet,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=285413,14/01,Cross,Departementaux de cross,Dreux,CEN,28.0,,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=273096,14/01,Cross,Championnats départementaux de cross du var,Ollieres,PCA,83.0,,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=280716,14/01,Cross,Départementaux de cross 25 et 39 - cross du grillon,Dannemarie sur crete,BFC,25.0,Cham,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=283249,14/01,Cross,Départementaux de cross 71,Chalon sur saone,BFC,71.0,,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=284083,14/01,Cross,Championnat d'allier de cross,Montlucon,ARA,3.0,,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=279944,14/01,Cross,Championnat départemental de cross (yonne),Venoy,BFC,89.0,,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=280866,14/01,Cross,Championnats de haute-saone de cross,Vaivre et montoille,BFC,70.0,,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=281675,14/01,Cross,Départementaux de cross 21,Dijon,BFC,21.0,,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=281823,14/01,Cross,Championnat drome ardèche de cross,Valence,ARA,26.0,,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=282178,14/01,Cross,Cross de limoux,Limoux,OCC,11.0,Meet,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=283600,14/01,Cross,Championnats cea zone est de cross contry,Neuf brisach,G-E,68.0,Meet,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=284417,14/01,Cross,Challenge guy petard,Perignat les sarlieve,ARA,63.0,Meet,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=284494,14/01,Cross,Championnat départemental de cross,Castelsarrasin,OCC,82.0,,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=285544,14/01,Cross,Championnat de la loire de cross-country,Villars,ARA,42.0,,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=282905,14/01,Cross,Championnats départementaux de cross-country,Coulounieix chamiers,N-A,24.0,,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=283234,14/01,Cross,Championnats ille et vilaine de cross country,Saint onen la chapelle,BRE,35.0,,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=285634,14/01,Cross,Championnats départementaux de cross,La pommeraye,P-L,49.0,Cham,Dép
